device_id,device_model,category,gold_g,copper_g,lithium_g,confidence,total_value_estimate,timestamp,region
DEV-000877,Apple Watch Series 7,wearable,0.0037,0.331,0.216,0.97,3.47,2026-04-09T13:06:58.955062,Chennai
DEV-000878,Sony WH-1000XM4,headphones,0.0132,4.648,1.327,0.89,20.74,2026-04-09T13:06:58.955080,Mumbai
DEV-000879,Google Pixel 7,smartphone,0.0317,12.06,3.474,0.85,54.13,2026-04-09T13:06:58.955097,Pune
DEV-000880,ThinkPad T480,laptop,0.3178,37.731,50.702,0.95,779.98,2026-04-09T13:06:58.955113,Bangalore
DEV-000881,ThinkPad T500,laptop,0.2705,52.989,47.769,0.9,733.29,2026-04-09T13:06:58.955132,Delhi
DEV-000882,iPad Air,tablet,0.1445,29.846,35.323,0.87,538.81,2026-04-09T13:06:58.955148,Kolkata
DEV-000883,ThinkPad T490,laptop,0.3041,59.359,43.8,0.97,675.84,2026-04-09T13:06:58.955165,Ahmedabad
DEV-000884,Google Pixel 6,smartphone,0.0339,8.982,4.336,0.94,67.16,2026-04-09T13:06:58.955182,Bangalore
DEV-000885,ThinkPad T500,laptop,0.258,63.466,53.084,0.92,812.37,2026-04-09T13:06:58.955200,Delhi
DEV-000886,MacBook Pro 13,laptop,0.253,75.11,68.048,0.85,1036.65,2026-04-09T13:06:58.955217,Hyderabad
DEV-000887,iPhone 13,smartphone,0.0361,14.931,3.175,0.83,49.94,2026-04-09T13:06:58.955233,Ahmedabad
DEV-000888,Sony WH-1000XM4,headphones,0.0083,4.278,1.001,0.98,15.56,2026-04-09T13:06:58.955250,Delhi
DEV-000889,Sony A7IV,camera,0.1435,32.643,25.281,0.89,388.15,2026-04-09T13:06:58.955267,Bangalore
DEV-000890,Google Pixel 7,smartphone,0.0227,9.978,3.829,0.92,58.9,2026-04-09T13:06:58.955284,Hyderabad
DEV-000891,Sony WH-1000XM4,headphones,0.012,5.965,1.48,0.93,22.98,2026-04-09T13:06:58.955301,Kolkata
DEV-000892,ThinkPad T500,laptop,0.286,66.982,47.908,0.82,736.45,2026-04-09T13:06:58.955317,Hyderabad
DEV-000893,Dell XPS 13,laptop,0.3005,44.737,43.311,0.85,668.14,2026-04-09T13:06:58.955335,Delhi
DEV-000894,ThinkPad T500,laptop,0.2775,66.196,62.227,0.95,950.72,2026-04-09T13:06:58.955351,Hyderabad
DEV-000895,Samsung Galaxy S22,smartphone,0.0356,12.798,5.106,0.85,78.85,2026-04-09T13:06:58.955367,Delhi
DEV-000896,ThinkPad T480,laptop,0.2125,46.68,45.032,0.85,688.7,2026-04-09T13:06:58.955385,Pune
DEV-000897,Dell XPS 13,laptop,0.1767,53.739,49.132,0.94,748.12,2026-04-09T13:06:58.955401,Bangalore
DEV-000898,Samsung Galaxy Tab S7,tablet,0.0845,20.057,26.493,0.87,402.67,2026-04-09T13:06:58.955422,Hyderabad
DEV-000899,MacBook Air M1,laptop,0.2797,70.716,54.352,0.83,832.77,2026-04-09T13:06:58.955439,Pune
DEV-000900,Google Pixel 6,smartphone,0.0365,8.074,3.646,0.93,56.96,2026-04-09T13:06:58.955456,Kolkata
DEV-000901,ThinkPad T480,laptop,0.2932,53.344,50.574,0.94,776.74,2026-04-09T13:06:58.955474,Ahmedabad
DEV-000902,Canon EOS R5,camera,0.1328,26.362,17.829,0.83,275.67,2026-04-09T13:06:58.955491,Pune
DEV-000903,AirPods Pro,earbuds,0.0044,1.223,0.489,0.9,7.61,2026-04-09T13:06:58.955508,Mumbai
DEV-000904,iPhone 12,smartphone,0.0373,9.766,3.606,0.85,56.43,2026-04-09T13:06:58.955525,Kolkata
DEV-000905,OnePlus 10,smartphone,0.0314,11.99,3.592,0.97,55.88,2026-04-09T13:06:58.955541,Pune
DEV-000906,OnePlus 10,smartphone,0.0246,7.963,4.744,0.88,72.72,2026-04-09T13:06:58.955558,Ahmedabad
DEV-000907,Google Pixel 7,smartphone,0.0348,11.199,3.773,0.9,58.79,2026-04-09T13:06:58.955574,Chennai
DEV-000908,Canon EOS R5,camera,0.1477,28.072,20.031,0.91,309.61,2026-04-09T13:06:58.955591,Kolkata
DEV-000909,MacBook Pro 13,laptop,0.3912,62.131,74.536,0.91,1142.13,2026-04-09T13:06:58.955608,Hyderabad
DEV-000910,Apple Watch Series 7,wearable,0.0037,0.845,0.51,0.93,7.88,2026-04-09T13:06:58.955625,Hyderabad
DEV-000911,iPhone 14,smartphone,0.0458,16.621,4.23,0.94,66.36,2026-04-09T13:06:58.955642,Bangalore
DEV-000912,ThinkPad T480,laptop,0.1755,52.216,39.825,0.95,608.43,2026-04-09T13:06:58.955660,Mumbai
DEV-000913,OnePlus 10,smartphone,0.03,6.007,3.729,0.96,57.8,2026-04-09T13:06:58.955676,Mumbai
DEV-000914,Fitbit Charge 5,wearable,0.0012,0.13,0.191,0.92,2.94,2026-04-09T13:06:58.955693,Ahmedabad
DEV-000915,Google Pixel 6,smartphone,0.0181,9.836,3.119,0.97,47.97,2026-04-09T13:06:58.955711,Pune
DEV-000916,Dell XPS 13,laptop,0.3167,49.435,57.216,0.91,877.74,2026-04-09T13:06:58.955728,Mumbai
DEV-000917,Samsung Galaxy S21,smartphone,0.0311,9.061,4.551,0.82,70.22,2026-04-09T13:06:58.955745,Pune
DEV-000918,OnePlus 10,smartphone,0.023,9.515,3.614,0.91,55.69,2026-04-09T13:06:58.955780,Chennai
DEV-000919,Fitbit Charge 5,wearable,0.001,0.186,0.298,0.93,4.53,2026-04-09T13:06:58.955800,Pune
DEV-000920,iPad Pro 11,tablet,0.1513,27.143,39.154,0.85,596.66,2026-04-09T13:06:58.955818,Delhi
DEV-000921,Apple Watch Series 7,wearable,0.0017,0.657,0.501,0.92,7.62,2026-04-09T13:06:58.955835,Hyderabad
DEV-000922,Sony A7IV,camera,0.1731,25.915,20.142,0.89,312.78,2026-04-09T13:06:58.955852,Chennai
DEV-000923,HP Pavilion 15,laptop,0.1304,42.01,49.724,0.98,754.1,2026-04-09T13:06:58.955870,Pune
DEV-000924,MacBook Air M1,laptop,0.3889,69.949,51.482,0.83,796.26,2026-04-09T13:06:58.955887,Pune
DEV-000925,iPhone 14,smartphone,0.0488,13.262,3.823,0.83,60.41,2026-04-09T13:06:58.955904,Chennai
DEV-000926,Sony A7IV,camera,0.1122,31.506,20.697,0.86,317.5,2026-04-09T13:06:58.955921,Chennai
DEV-000927,Apple Watch Series 7,wearable,0.0037,0.498,0.404,0.88,6.29,2026-04-09T13:06:58.955937,Mumbai
DEV-000928,Google Pixel 7,smartphone,0.0243,9.771,3.597,0.99,55.51,2026-04-09T13:06:58.955955,Ahmedabad
DEV-000929,Fitbit Charge 5,wearable,0.0006,0.201,0.281,0.85,4.25,2026-04-09T13:06:58.955971,Hyderabad
DEV-000930,ThinkPad T480,laptop,0.2322,61.686,50.801,0.99,776.56,2026-04-09T13:06:58.955988,Chennai
DEV-000931,Canon EOS R5,camera,0.0869,32.985,16.541,0.98,253.66,2026-04-09T13:06:58.956006,Pune
DEV-000932,MacBook Air M1,laptop,0.2017,50.799,69.084,0.94,1048.87,2026-04-09T13:06:58.956023,Hyderabad
DEV-000933,iPhone 12,smartphone,0.0429,8.678,3.682,0.99,57.89,2026-04-09T13:06:58.956040,Delhi
DEV-000934,HP Pavilion 15,laptop,0.1223,56.139,40.359,0.94,613.28,2026-04-09T13:06:58.956058,Ahmedabad
DEV-000935,Samsung Galaxy S22,smartphone,0.0342,12.88,4.851,0.9,74.95,2026-04-09T13:06:58.956075,Kolkata
DEV-000936,Google Pixel 6,smartphone,0.0244,6.282,3.566,0.86,55.02,2026-04-09T13:06:58.956091,Kolkata
DEV-000937,MacBook Air M1,laptop,0.3229,55.834,53.228,0.89,818.35,2026-04-09T13:06:58.956108,Mumbai
DEV-000938,iPad Pro 11,tablet,0.1845,32.822,29.147,0.99,448.6,2026-04-09T13:06:58.956124,Hyderabad
DEV-000939,Sony A7IV,camera,0.1125,27.738,28.343,0.95,432.17,2026-04-09T13:06:58.956141,Chennai
DEV-000940,Google Pixel 6,smartphone,0.0378,6.568,3.123,0.91,49.18,2026-04-09T13:06:58.956158,Bangalore
DEV-000941,HP Pavilion 15,laptop,0.1836,30.158,47.649,0.97,726.05,2026-04-09T13:06:58.956175,Chennai
DEV-000942,Dell XPS 13,laptop,0.2157,61.034,42.884,0.93,656.81,2026-04-09T13:06:58.956191,Ahmedabad
DEV-000943,Dell XPS 13,laptop,0.1542,50.259,39.537,0.84,602.81,2026-04-09T13:06:58.956208,Chennai
DEV-000944,ThinkPad T490,laptop,0.3037,51.113,49.324,0.9,758.59,2026-04-09T13:06:58.956225,Mumbai
DEV-000945,Google Pixel 7,smartphone,0.0203,12.773,4.117,0.93,63.1,2026-04-09T13:06:58.956241,Kolkata
DEV-000946,Fitbit Charge 5,wearable,0.0022,0.447,0.241,0.88,3.75,2026-04-09T13:06:58.956257,Delhi
DEV-000947,ThinkPad T490,laptop,0.3399,57.337,48.746,0.97,752.16,2026-04-09T13:06:58.956274,Delhi
DEV-000948,ThinkPad T480,laptop,0.2469,46.799,38.638,0.84,594.85,2026-04-09T13:06:58.956291,Chennai
DEV-000949,Google Pixel 6,smartphone,0.0268,9.632,3.414,0.91,52.91,2026-04-09T13:06:58.956308,Delhi
DEV-000950,AirPods Pro,earbuds,0.0051,1.442,0.478,0.92,7.49,2026-04-09T13:06:58.956325,Ahmedabad
DEV-000951,ThinkPad T490,laptop,0.225,47.744,46.528,0.86,711.9,2026-04-09T13:06:58.956341,Hyderabad
DEV-000952,MacBook Pro 13,laptop,0.3189,70.261,58.4,0.96,895.84,2026-04-09T13:06:58.956359,Bangalore
DEV-000953,Google Pixel 6,smartphone,0.0284,9.346,3.711,0.95,57.46,2026-04-09T13:06:58.956376,Bangalore
DEV-000954,OnePlus 10,smartphone,0.0291,10.433,4.026,0.92,62.24,2026-04-09T13:06:58.956393,Kolkata
DEV-000955,ThinkPad T500,laptop,0.2783,61.341,48.088,0.91,738.63,2026-04-09T13:06:58.956411,Mumbai
DEV-000956,MacBook Pro 13,laptop,0.2511,75.76,67.923,0.86,1034.67,2026-04-09T13:06:58.956428,Hyderabad
DEV-000957,iPhone 12,smartphone,0.0396,8.689,3.459,0.96,54.35,2026-04-09T13:06:58.956446,Mumbai
DEV-000958,Sony WH-1000XM4,headphones,0.0117,2.932,1.049,0.86,16.47,2026-04-09T13:06:58.956463,Delhi
DEV-000959,Dell XPS 13,laptop,0.3048,55.743,41.909,0.91,647.48,2026-04-09T13:06:58.956480,Ahmedabad
DEV-000960,iPhone 13,smartphone,0.0422,9.077,3.0,0.98,47.62,2026-04-09T13:06:58.956497,Mumbai
DEV-000961,ThinkPad T500,laptop,0.2498,54.582,63.409,0.83,966.67,2026-04-09T13:06:58.956514,Ahmedabad
DEV-000962,AirPods Pro,earbuds,0.0079,0.531,0.38,0.84,6.18,2026-04-09T13:06:58.956531,Hyderabad
DEV-000963,MacBook Pro 13,laptop,0.3184,67.495,69.431,0.89,1061.24,2026-04-09T13:06:58.956548,Kolkata
DEV-000964,MacBook Pro 13,laptop,0.3147,52.423,63.615,0.84,973.63,2026-04-09T13:06:58.956575,Delhi
DEV-000965,Dell XPS 13,laptop,0.1754,39.35,40.75,0.89,622.17,2026-04-09T13:06:58.956593,Bangalore
DEV-000966,MacBook Air M1,laptop,0.31,54.735,57.123,0.99,875.99,2026-04-09T13:06:58.956610,Kolkata
DEV-000967,Sony WH-1000XM4,headphones,0.0098,3.369,0.826,0.91,13.01,2026-04-09T13:06:58.956627,Delhi
DEV-000968,iPhone 14,smartphone,0.0454,12.826,3.841,0.87,60.47,2026-04-09T13:06:58.956644,Pune
DEV-000969,Fitbit Charge 5,wearable,0.0022,0.403,0.252,0.93,3.92,2026-04-09T13:06:58.956661,Chennai
DEV-000970,HP Pavilion 15,laptop,0.1234,57.686,48.35,0.85,733.23,2026-04-09T13:06:58.956678,Pune
DEV-000971,Apple Watch Series 7,wearable,0.0028,0.747,0.21,0.85,3.33,2026-04-09T13:06:58.956695,Kolkata
DEV-000972,Sony WH-1000XM4,headphones,0.0087,5.568,0.843,0.98,13.22,2026-04-09T13:06:58.956712,Kolkata
DEV-000973,OnePlus 10,smartphone,0.0329,9.057,3.916,0.88,60.8,2026-04-09T13:06:58.956729,Kolkata
DEV-000974,MacBook Pro 13,laptop,0.4365,55.995,62.416,0.87,962.99,2026-04-09T13:06:58.956746,Bangalore
DEV-000975,iPhone 12,smartphone,0.0437,10.798,2.599,0.93,41.71,2026-04-09T13:06:58.956794,Pune
DEV-000976,MacBook Pro 13,laptop,0.3838,68.23,63.595,0.92,977.64,2026-04-09T13:06:58.956815,Kolkata
DEV-000977,iPad Pro 11,tablet,0.1543,20.142,28.141,0.97,431.57,2026-04-09T13:06:58.956832,Kolkata
DEV-000978,Apple Watch Series 7,wearable,0.003,0.962,0.335,0.9,5.21,2026-04-09T13:06:58.956849,Kolkata
DEV-000979,Fitbit Charge 5,wearable,0.0007,0.142,0.253,0.92,3.84,2026-04-09T13:06:58.956866,Pune
DEV-000980,Apple Watch Series 7,wearable,0.0018,0.711,0.597,0.94,9.07,2026-04-09T13:06:58.956892,Ahmedabad
DEV-000981,OnePlus 10,smartphone,0.0173,11.765,3.818,0.98,58.43,2026-04-09T13:06:58.956910,Pune
DEV-000982,Sony WH-1000XM4,headphones,0.0074,5.955,1.436,0.93,22.04,2026-04-09T13:06:58.956927,Chennai
DEV-000983,Samsung Galaxy S22,smartphone,0.0324,8.176,4.163,0.94,64.47,2026-04-09T13:06:58.956944,Mumbai
DEV-000984,Samsung Galaxy Tab S7,tablet,0.1556,25.441,32.83,0.86,502.04,2026-04-09T13:06:58.956960,Ahmedabad
DEV-000985,Samsung Galaxy Tab S7,tablet,0.1294,26.048,32.044,0.98,488.68,2026-04-09T13:06:58.956977,Pune
DEV-000986,MacBook Pro 13,laptop,0.2674,78.426,59.586,0.87,910.62,2026-04-09T13:06:58.956994,Hyderabad
DEV-000987,iPad Air,tablet,0.1166,15.828,28.321,0.95,431.97,2026-04-09T13:06:58.957011,Delhi
DEV-000988,Sony A7IV,camera,0.1608,40.985,27.33,0.86,420.01,2026-04-09T13:06:58.957027,Kolkata
DEV-000989,Sony WH-1000XM4,headphones,0.0088,5.263,0.918,0.86,14.35,2026-04-09T13:06:58.957044,Pune
DEV-000990,Samsung Galaxy S22,smartphone,0.0371,13.444,4.121,0.82,64.18,2026-04-09T13:06:58.957062,Bangalore
DEV-000991,Google Pixel 6,smartphone,0.0289,10.255,3.904,0.88,60.4,2026-04-09T13:06:58.957079,Kolkata
DEV-000992,OnePlus 10,smartphone,0.0227,7.847,4.607,0.89,70.55,2026-04-09T13:06:58.957095,Kolkata
DEV-000993,Samsung Galaxy Tab S7,tablet,0.1392,24.677,24.337,0.96,373.65,2026-04-09T13:06:58.957111,Hyderabad
DEV-000994,iPad Air,tablet,0.1476,20.538,27.364,0.82,419.52,2026-04-09T13:06:58.957129,Chennai
DEV-000995,iPhone 12,smartphone,0.0254,14.47,3.558,0.91,55.04,2026-04-09T13:06:58.957144,Chennai
DEV-000996,iPhone 13,smartphone,0.0348,14.349,3.337,0.89,52.29,2026-04-09T13:06:58.957161,Delhi
DEV-000997,AirPods Pro,earbuds,0.007,1.244,0.357,0.91,5.79,2026-04-09T13:06:58.957178,Hyderabad
DEV-000998,Samsung Galaxy Tab S7,tablet,0.0841,17.632,37.909,0.9,573.86,2026-04-09T13:06:58.957194,Mumbai
DEV-000999,Dell XPS 13,laptop,0.1471,55.579,46.497,0.93,706.84,2026-04-09T13:06:58.957211,Mumbai
DEV-001000,ThinkPad T480,laptop,0.3077,44.541,42.649,0.84,658.64,2026-04-09T13:06:58.957228,Bangalore
